Holiday_ID,countryOrRegion,holidayName,normalizeHolidayName,isPaidTimeOff,countryRegionCode,date,Month
2,Austria,Neujahr,Neujahr,NULL,AT,1/1/1970,1
3,Belgium,Nieuwjaarsdag,Nieuwjaarsdag,NULL,BE,1/1/1970,1
7,Croatia,Nova Godina,Nova Godina,NULL,HR,1/1/1970,1
10,Finland,Uudenvuodenpäivä,Uudenvuodenpäivä,NULL,FI,1/1/1970,1
11,France,Jour de l'an,Jour de l'an,NULL,FR,1/1/1970,1
12,Hungary,Újév,Újév,NULL,HU,1/1/1970,1
13,Italy,Capodanno,Capodanno,NULL,IT,1/1/1970,1
18,Norway,Første nyttårsdag,Første nyttårsdag,NULL,NO,1/1/1970,1
19,Poland,Nowy Rok,Nowy Rok,NULL,PL,1/1/1970,1
20,Portugal,Ano Novo,Ano Novo,NULL,PT,1/1/1970,1
22,Spain,Año nuevo,Año nuevo,NULL,ES,1/1/1970,1
28,Scotland,New Year Holiday,New Year Holiday,NULL,NULL,1/2/1970,1
30,Norway,Søndag,Søndag,NULL,NO,1/4/1970,1
32,Austria,Heilige Drei Könige,Heilige Drei Könige,NULL,AT,1/6/1970,1
33,Croatia,Sveta tri kralja,Sveta tri kralja,NULL,HR,1/6/1970,1
34,Finland,Loppiainen,Loppiainen,NULL,FI,1/6/1970,1
35,Italy,Epifania del Signore,Epifania del Signore,NULL,IT,1/6/1970,1
36,Spain,Epifanía del Señor,Epifanía del Señor,NULL,ES,1/6/1970,1
38,Norway,Søndag,Søndag,NULL,NO,1/11/1970,1
43,Norway,Søndag,Søndag,NULL,NO,1/18/1970,1
45,Norway,Søndag,Søndag,NULL,NO,1/25/1970,1
49,Norway,Søndag,Søndag,NULL,NO,2/1/1970,2
52,Norway,Søndag,Søndag,NULL,NO,2/8/1970,2
59,Norway,Søndag,Søndag,NULL,NO,2/15/1970,2
61,Norway,Søndag,Søndag,NULL,NO,2/22/1970,2
64,Norway,Søndag,Søndag,NULL,NO,3/1/1970,3
66,Norway,Søndag,Søndag,NULL,NO,3/8/1970,3
69,Norway,Søndag,Søndag,NULL,NO,3/15/1970,3
74,Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,NULL,HU,3/21/1970,3
78,Norway,Søndag,Søndag,NULL,NO,3/22/1970,3
85,Norway,Skjærtorsdag,Skjærtorsdag,NULL,NO,3/26/1970,3
92,England,Good Friday,Good Friday,NULL,NULL,3/27/1970,3
93,Finland,Pitkäperjantai,Pitkäperjantai,NULL,FI,3/27/1970,3
98,Norway,Langfredag,Langfredag,NULL,NO,3/27/1970,3
99,Portugal,Sexta-feira Santa,Sexta-feira Santa,NULL,PT,3/27/1970,3
100,Scotland,Good Friday,Good Friday,NULL,NULL,3/27/1970,3
107,Belgium,Pasen,Pasen,NULL,BE,3/29/1970,3
109,Croatia,Uskrs,Uskrs,NULL,HR,3/29/1970,3
111,Finland,Pääsiäispäivä,Pääsiäispäivä,NULL,FI,3/29/1970,3
112,Hungary,Húsvét,Húsvét,NULL,HU,3/29/1970,3
113,Italy,Pasqua di Resurrezione,Pasqua di Resurrezione,NULL,IT,3/29/1970,3
115,Norway,"Første påskedag, Søndag","Første påskedag, Søndag",NULL,NO,3/29/1970,3
116,Poland,Niedziela Wielkanocna,Niedziela Wielkanocna,NULL,PL,3/29/1970,3
117,Portugal,Páscoa,Páscoa,NULL,PT,3/29/1970,3
121,Austria,Ostermontag,Ostermontag,NULL,AT,3/30/1970,3
122,Belgium,Paasmaandag,Paasmaandag,NULL,BE,3/30/1970,3
123,Croatia,Uskrsni ponedjeljak,Uskrsni ponedjeljak,NULL,HR,3/30/1970,3
126,England,Easter Monday,Easter Monday,NULL,NULL,3/30/1970,3
127,Finland,2. pääsiäispäivä,2. pääsiäispäivä,NULL,FI,3/30/1970,3
128,France,Lundi de Pâques,Lundi de Pâques,NULL,FR,3/30/1970,3
129,Hungary,Húsvét Hétf?,Húsvét Hétf?,NULL,HU,3/30/1970,3
132,Italy,Lunedì dell'Angelo,Lunedì dell'Angelo,NULL,IT,3/30/1970,3
136,Norway,Andre påskedag,Andre påskedag,NULL,NO,3/30/1970,3
137,Poland,Poniedzia?ek Wielkanocny,Poniedzia?ek Wielkanocny,NULL,PL,3/30/1970,3
144,Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,NULL,HU,4/4/1970,4
145,Norway,Søndag,Søndag,NULL,NO,4/5/1970,4
148,Norway,Søndag,Søndag,NULL,NO,4/12/1970,4
150,Norway,Søndag,Søndag,NULL,NO,4/19/1970,4
155,Italy,Festa della Liberazione,Festa della Liberazione,NULL,IT,4/25/1970,4
157,Portugal,Dia da Liberdade,Dia da Liberdade,NULL,PT,4/25/1970,4
158,Norway,Søndag,Søndag,NULL,NO,4/26/1970,4
163,Austria,Staatsfeiertag,Staatsfeiertag,NULL,AT,5/1/1970,5
164,Belgium,Dag van de Arbeid,Dag van de Arbeid,NULL,BE,5/1/1970,5
167,Croatia,Me?unarodni praznik rada,Me?unarodni praznik rada,NULL,HR,5/1/1970,5
169,Finland,Vappu,Vappu,NULL,FI,5/1/1970,5
170,France,Fête du Travail,Fête du Travail,NULL,FR,5/1/1970,5
171,Hungary,A Munka ünnepe,A Munka ünnepe,NULL,HU,5/1/1970,5
173,Italy,Festa dei Lavoratori,Festa dei Lavoratori,NULL,IT,5/1/1970,5
175,Norway,Arbeidernes dag,Arbeidernes dag,NULL,NO,5/1/1970,5
176,Poland,?wi?to Pa?stwowe,?wi?to Pa?stwowe,NULL,PL,5/1/1970,5
177,Portugal,Dia do Trabalhador,Dia do Trabalhador,NULL,PT,5/1/1970,5
178,Spain,Día del Trabajador,Día del Trabajador,NULL,ES,5/1/1970,5
183,Norway,Søndag,Søndag,NULL,NO,5/3/1970,5
184,Poland,?wi?to Narodowe Trzeciego Maja,?wi?to Narodowe Trzeciego Maja,NULL,PL,5/3/1970,5
188,Austria,Christi Himmelfahrt,Christi Himmelfahrt,NULL,AT,5/7/1970,5
189,Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,NULL,BE,5/7/1970,5
191,Finland,Helatorstai,Helatorstai,NULL,FI,5/7/1970,5
192,France,Ascension,Ascension,NULL,FR,5/7/1970,5
194,Norway,Kristi himmelfartsdag,Kristi himmelfartsdag,NULL,NO,5/7/1970,5
200,Norway,Søndag,Søndag,NULL,NO,5/10/1970,5
203,Belgium,Pinksteren,Pinksteren,NULL,BE,5/17/1970,5
205,Finland,Helluntaipäivä,Helluntaipäivä,NULL,FI,5/17/1970,5
206,Hungary,Pünkösd,Pünkösd,NULL,HU,5/17/1970,5
208,Norway,"Første pinsedag, Grunnlovsdag, Søndag","Første pinsedag, Grunnlovsdag, Søndag",NULL,NO,5/17/1970,5
209,Poland,Zielone ?wi?tki,Zielone ?wi?tki,NULL,PL,5/17/1970,5
212,Austria,Pfingstmontag,Pfingstmontag,NULL,AT,5/18/1970,5
213,Belgium,Pinkstermaandag,Pinkstermaandag,NULL,BE,5/18/1970,5
216,France,Lundi de Pentecôte,Lundi de Pentecôte,NULL,FR,5/18/1970,5
218,Norway,Andre pinsedag,Andre pinsedag,NULL,NO,5/18/1970,5
221,Norway,Søndag,Søndag,NULL,NO,5/24/1970,5
224,Austria,Fronleichnam,Fronleichnam,NULL,AT,5/28/1970,5
226,Croatia,Tijelovo,Tijelovo,NULL,HR,5/28/1970,5
227,Poland,Dzie? Bo?ego Cia?a,Dzie? Bo?ego Cia?a,NULL,PL,5/28/1970,5
228,Portugal,Corpo de Deus,Corpo de Deus,NULL,PT,5/28/1970,5
230,Norway,Søndag,Søndag,NULL,NO,5/31/1970,5
236,Italy,Festa della Repubblica,Festa della Repubblica,NULL,IT,6/2/1970,6
238,Norway,Søndag,Søndag,NULL,NO,6/7/1970,6
241,Portugal,Dia de Portugal,Dia de Portugal,NULL,PT,6/10/1970,6
242,Norway,Søndag,Søndag,NULL,NO,6/14/1970,6
245,Finland,Juhannusaatto,Juhannusaatto,NULL,FI,6/19/1970,6
248,Finland,Juhannuspäivä,Juhannuspäivä,NULL,FI,6/20/1970,6
250,Norway,Søndag,Søndag,NULL,NO,6/21/1970,6
252,Croatia,Dan antifašisti?ke borbe,Dan antifašisti?ke borbe,NULL,HR,6/22/1970,6
253,Croatia,Dan državnosti,Dan državnosti,NULL,HR,6/25/1970,6
254,Norway,Søndag,Søndag,NULL,NO,6/28/1970,6
262,Norway,Søndag,Søndag,NULL,NO,7/5/1970,7
268,Norway,Søndag,Søndag,NULL,NO,7/12/1970,7
271,France,Fête nationale,Fête nationale,NULL,FR,7/14/1970,7
272,Norway,Søndag,Søndag,NULL,NO,7/19/1970,7
275,Belgium,Nationale feestdag,Nationale feestdag,NULL,BE,7/21/1970,7
276,Norway,Søndag,Søndag,NULL,NO,7/26/1970,7
279,Norway,Søndag,Søndag,NULL,NO,8/2/1970,8
283,Scotland,Summer Bank Holiday,Summer Bank Holiday,NULL,NULL,8/3/1970,8
285,Croatia,Dan pobjede i domovinske zahvalnosti,Dan pobjede i domovinske zahvalnosti,NULL,HR,8/5/1970,8
287,Norway,Søndag,Søndag,NULL,NO,8/9/1970,8
289,Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,NULL,AT,8/15/1970,8
290,Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,NULL,BE,8/15/1970,8
291,Croatia,Velika Gospa,Velika Gospa,NULL,HR,8/15/1970,8
292,France,Assomption,Assomption,NULL,FR,8/15/1970,8
294,Italy,Assunzione della Vergine,Assunzione della Vergine,NULL,IT,8/15/1970,8
295,Poland,Wniebowzi?cie Naj?wi?tszej Marii Panny,Wniebowzi?cie Naj?wi?tszej Marii Panny,NULL,PL,8/15/1970,8
296,Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,NULL,PT,8/15/1970,8
297,Spain,Asunción de la Virgen,Asunción de la Virgen,NULL,ES,8/15/1970,8
298,Norway,Søndag,Søndag,NULL,NO,8/16/1970,8
302,Hungary,A kenyér ünnepe,A kenyér ünnepe,NULL,HU,8/20/1970,8
303,Norway,Søndag,Søndag,NULL,NO,8/23/1970,8
305,Norway,Søndag,Søndag,NULL,NO,8/30/1970,8
307,Norway,Søndag,Søndag,NULL,NO,9/6/1970,9
313,Norway,Søndag,Søndag,NULL,NO,9/13/1970,9
317,Norway,Søndag,Søndag,NULL,NO,9/20/1970,9
320,Norway,Søndag,Søndag,NULL,NO,9/27/1970,9
323,Norway,Søndag,Søndag,NULL,NO,10/4/1970,10
325,Portugal,Implantação da República,Implantação da República,NULL,PT,10/5/1970,10
326,Croatia,Dan neovisnosti,Dan neovisnosti,NULL,HR,10/8/1970,10
329,Norway,Søndag,Søndag,NULL,NO,10/11/1970,10
335,Spain,Día de la Hispanidad,Día de la Hispanidad,NULL,ES,10/12/1970,10
337,Norway,Søndag,Søndag,NULL,NO,10/18/1970,10
339,Norway,Søndag,Søndag,NULL,NO,10/25/1970,10
341,Austria,Nationalfeiertag,Nationalfeiertag,NULL,AT,10/26/1970,10
345,Finland,Pyhäinpäivä,Pyhäinpäivä,NULL,FI,10/31/1970,10
347,Austria,Allerheiligen,Allerheiligen,NULL,AT,11/1/1970,11
348,Belgium,Allerheiligen,Allerheiligen,NULL,BE,11/1/1970,11
349,Croatia,Svi sveti,Svi sveti,NULL,HR,11/1/1970,11
350,France,Toussaint,Toussaint,NULL,FR,11/1/1970,11
351,Italy,Tutti i Santi,Tutti i Santi,NULL,IT,11/1/1970,11
352,Norway,Søndag,Søndag,NULL,NO,11/1/1970,11
353,Poland,Uroczysto?? Wszystkich ?wi?tych,Uroczysto?? Wszystkich ?wi?tych,NULL,PL,11/1/1970,11
354,Portugal,Dia de Todos os Santos,Dia de Todos os Santos,NULL,PT,11/1/1970,11
355,Spain,Todos los Santos,Todos los Santos,NULL,ES,11/1/1970,11
360,Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,NULL,HU,11/7/1970,11
362,Norway,Søndag,Søndag,NULL,NO,11/8/1970,11
365,Belgium,Wapenstilstand,Wapenstilstand,NULL,BE,11/11/1970,11
366,France,Armistice 1918,Armistice 1918,NULL,FR,11/11/1970,11
369,Norway,Søndag,Søndag,NULL,NO,11/15/1970,11
373,Norway,Søndag,Søndag,NULL,NO,11/22/1970,11
377,Norway,Søndag,Søndag,NULL,NO,11/29/1970,11
379,Scotland,St. Andrew's Day,St. Andrew's Day,NULL,NULL,11/30/1970,11
382,Portugal,Restauração da Independência,Restauração da Independência,NULL,PT,12/1/1970,12
384,Finland,Itsenäisyyspäivä,Itsenäisyyspäivä,NULL,FI,12/6/1970,12
385,Norway,Søndag,Søndag,NULL,NO,12/6/1970,12
386,Spain,Día de la constitución Española,Día de la constitución Española,NULL,ES,12/6/1970,12
389,Austria,Mariä Empfängnis,Mariä Empfängnis,NULL,AT,12/8/1970,12
391,Italy,Immacolata Concezione,Immacolata Concezione,NULL,IT,12/8/1970,12
392,Portugal,Imaculada Conceição,Imaculada Conceição,NULL,PT,12/8/1970,12
393,Spain,La Inmaculada Concepción,La Inmaculada Concepción,NULL,ES,12/8/1970,12
394,Norway,Søndag,Søndag,NULL,NO,12/13/1970,12
397,Norway,Søndag,Søndag,NULL,NO,12/20/1970,12
399,Finland,Jouluaatto,Jouluaatto,NULL,FI,12/24/1970,12
403,Austria,Christtag,Christtag,NULL,AT,12/25/1970,12
404,Belgium,Kerstmis,Kerstmis,NULL,BE,12/25/1970,12
408,Croatia,Boži?,Boži?,NULL,HR,12/25/1970,12
411,England,Christmas Day,Christmas Day,NULL,NULL,12/25/1970,12
412,Finland,Joulupäivä,Joulupäivä,NULL,FI,12/25/1970,12
413,France,Noël,Noël,NULL,FR,12/25/1970,12
414,Hungary,Karácsony,Karácsony,NULL,HU,12/25/1970,12
418,Italy,Natale,Natale,NULL,IT,12/25/1970,12
423,Norway,Første juledag,Første juledag,NULL,NO,12/25/1970,12
424,Poland,Bo?e Narodzenie (pierwszy dzie?),Bo?e Narodzenie (pierwszy dzie?),NULL,PL,12/25/1970,12
425,Portugal,Dia de Natal,Dia de Natal,NULL,PT,12/25/1970,12
426,Scotland,Christmas Day,Christmas Day,NULL,NULL,12/25/1970,12
428,Spain,Navidad,Navidad,NULL,ES,12/25/1970,12
435,Austria,Stefanitag,Stefanitag,NULL,AT,12/26/1970,12
436,Croatia,Sveti Stjepan,Sveti Stjepan,NULL,HR,12/26/1970,12
439,England,Boxing Day,Boxing Day,NULL,NULL,12/26/1970,12
440,Finland,Tapaninpäivä,Tapaninpäivä,NULL,FI,12/26/1970,12
441,Hungary,Karácsony másnapja,Karácsony másnapja,NULL,HU,12/26/1970,12
444,Italy,Santo Stefano,Santo Stefano,NULL,IT,12/26/1970,12
448,Norway,Andre juledag,Andre juledag,NULL,NO,12/26/1970,12
449,Poland,Bo?e Narodzenie (drugi dzie?),Bo?e Narodzenie (drugi dzie?),NULL,PL,12/26/1970,12
450,Scotland,Boxing Day,Boxing Day,NULL,NULL,12/26/1970,12
455,Norway,Søndag,Søndag,NULL,NO,12/27/1970,12
459,England,Boxing Day (Observed),Boxing Day,NULL,NULL,12/28/1970,12
464,Scotland,Boxing Day (Observed),Boxing Day,NULL,NULL,12/28/1970,12
470,Austria,Neujahr,Neujahr,NULL,AT,1/1/1971,1
471,Belgium,Nieuwjaarsdag,Nieuwjaarsdag,NULL,BE,1/1/1971,1
475,Croatia,Nova Godina,Nova Godina,NULL,HR,1/1/1971,1
478,Finland,Uudenvuodenpäivä,Uudenvuodenpäivä,NULL,FI,1/1/1971,1
479,France,Jour de l'an,Jour de l'an,NULL,FR,1/1/1971,1
480,Hungary,Újév,Újév,NULL,HU,1/1/1971,1
481,Italy,Capodanno,Capodanno,NULL,IT,1/1/1971,1
486,Norway,Første nyttårsdag,Første nyttårsdag,NULL,NO,1/1/1971,1
487,Poland,Nowy Rok,Nowy Rok,NULL,PL,1/1/1971,1
488,Portugal,Ano Novo,Ano Novo,NULL,PT,1/1/1971,1
490,Spain,Año nuevo,Año nuevo,NULL,ES,1/1/1971,1
496,Scotland,New Year Holiday,New Year Holiday,NULL,NULL,1/2/1971,1
498,Norway,Søndag,Søndag,NULL,NO,1/3/1971,1
501,Scotland,New Year Holiday (Observed),New Year Holiday,NULL,NULL,1/4/1971,1
503,Austria,Heilige Drei Könige,Heilige Drei Könige,NULL,AT,1/6/1971,1
504,Croatia,Sveta tri kralja,Sveta tri kralja,NULL,HR,1/6/1971,1
505,Finland,Loppiainen,Loppiainen,NULL,FI,1/6/1971,1
506,Italy,Epifania del Signore,Epifania del Signore,NULL,IT,1/6/1971,1
507,Spain,Epifanía del Señor,Epifanía del Señor,NULL,ES,1/6/1971,1
509,Norway,Søndag,Søndag,NULL,NO,1/10/1971,1
514,Norway,Søndag,Søndag,NULL,NO,1/17/1971,1
516,Norway,Søndag,Søndag,NULL,NO,1/24/1971,1
520,Norway,Søndag,Søndag,NULL,NO,1/31/1971,1
523,Norway,Søndag,Søndag,NULL,NO,2/7/1971,2
526,Norway,Søndag,Søndag,NULL,NO,2/14/1971,2
529,Norway,Søndag,Søndag,NULL,NO,2/21/1971,2
535,Norway,Søndag,Søndag,NULL,NO,2/28/1971,2
537,Norway,Søndag,Søndag,NULL,NO,3/7/1971,3
540,Norway,Søndag,Søndag,NULL,NO,3/14/1971,3
545,Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,NULL,HU,3/21/1971,3
548,Norway,Søndag,Søndag,NULL,NO,3/21/1971,3
552,Norway,Søndag,Søndag,NULL,NO,3/28/1971,3
556,Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,NULL,HU,4/4/1971,4
557,Norway,Søndag,Søndag,NULL,NO,4/4/1971,4
563,Norway,Skjærtorsdag,Skjærtorsdag,NULL,NO,4/8/1971,4
570,England,Good Friday,Good Friday,NULL,NULL,4/9/1971,4
571,Finland,Pitkäperjantai,Pitkäperjantai,NULL,FI,4/9/1971,4
576,Norway,Langfredag,Langfredag,NULL,NO,4/9/1971,4
577,Portugal,Sexta-feira Santa,Sexta-feira Santa,NULL,PT,4/9/1971,4
578,Scotland,Good Friday,Good Friday,NULL,NULL,4/9/1971,4
585,Belgium,Pasen,Pasen,NULL,BE,4/11/1971,4
587,Croatia,Uskrs,Uskrs,NULL,HR,4/11/1971,4
589,Finland,Pääsiäispäivä,Pääsiäispäivä,NULL,FI,4/11/1971,4
590,Hungary,Húsvét,Húsvét,NULL,HU,4/11/1971,4
591,Italy,Pasqua di Resurrezione,Pasqua di Resurrezione,NULL,IT,4/11/1971,4
593,Norway,"Første påskedag, Søndag","Første påskedag, Søndag",NULL,NO,4/11/1971,4
594,Poland,Niedziela Wielkanocna,Niedziela Wielkanocna,NULL,PL,4/11/1971,4
595,Portugal,Páscoa,Páscoa,NULL,PT,4/11/1971,4
599,Austria,Ostermontag,Ostermontag,NULL,AT,4/12/1971,4
600,Belgium,Paasmaandag,Paasmaandag,NULL,BE,4/12/1971,4
601,Croatia,Uskrsni ponedjeljak,Uskrsni ponedjeljak,NULL,HR,4/12/1971,4
604,England,Easter Monday,Easter Monday,NULL,NULL,4/12/1971,4
605,Finland,2. pääsiäispäivä,2. pääsiäispäivä,NULL,FI,4/12/1971,4
606,France,Lundi de Pâques,Lundi de Pâques,NULL,FR,4/12/1971,4
607,Hungary,Húsvét Hétf?,Húsvét Hétf?,NULL,HU,4/12/1971,4
610,Italy,Lunedì dell'Angelo,Lunedì dell'Angelo,NULL,IT,4/12/1971,4
614,Norway,Andre påskedag,Andre påskedag,NULL,NO,4/12/1971,4
615,Poland,Poniedzia?ek Wielkanocny,Poniedzia?ek Wielkanocny,NULL,PL,4/12/1971,4
621,Norway,Søndag,Søndag,NULL,NO,4/18/1971,4
625,Italy,Festa della Liberazione,Festa della Liberazione,NULL,IT,4/25/1971,4
627,Norway,Søndag,Søndag,NULL,NO,4/25/1971,4
628,Portugal,Dia da Liberdade,Dia da Liberdade,NULL,PT,4/25/1971,4
634,Austria,Staatsfeiertag,Staatsfeiertag,NULL,AT,5/1/1971,5
635,Belgium,Dag van de Arbeid,Dag van de Arbeid,NULL,BE,5/1/1971,5
638,Croatia,Me?unarodni praznik rada,Me?unarodni praznik rada,NULL,HR,5/1/1971,5
640,Finland,Vappu,Vappu,NULL,FI,5/1/1971,5
641,France,Fête du Travail,Fête du Travail,NULL,FR,5/1/1971,5
642,Hungary,A Munka ünnepe,A Munka ünnepe,NULL,HU,5/1/1971,5
644,Italy,Festa dei Lavoratori,Festa dei Lavoratori,NULL,IT,5/1/1971,5
646,Norway,Arbeidernes dag,Arbeidernes dag,NULL,NO,5/1/1971,5
647,Poland,?wi?to Pa?stwowe,?wi?to Pa?stwowe,NULL,PL,5/1/1971,5
648,Portugal,Dia do Trabalhador,Dia do Trabalhador,NULL,PT,5/1/1971,5
649,Spain,Día del Trabajador,Día del Trabajador,NULL,ES,5/1/1971,5
652,Norway,Søndag,Søndag,NULL,NO,5/2/1971,5
656,Poland,?wi?to Narodowe Trzeciego Maja,?wi?to Narodowe Trzeciego Maja,NULL,PL,5/3/1971,5
660,Norway,Søndag,Søndag,NULL,NO,5/9/1971,5
663,Norway,Søndag,Søndag,NULL,NO,5/16/1971,5
665,Norway,Grunnlovsdag,Grunnlovsdag,NULL,NO,5/17/1971,5
666,Austria,Christi Himmelfahrt,Christi Himmelfahrt,NULL,AT,5/20/1971,5
667,Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,NULL,BE,5/20/1971,5
669,Finland,Helatorstai,Helatorstai,NULL,FI,5/20/1971,5
670,France,Ascension,Ascension,NULL,FR,5/20/1971,5
672,Norway,Kristi himmelfartsdag,Kristi himmelfartsdag,NULL,NO,5/20/1971,5
676,Norway,Søndag,Søndag,NULL,NO,5/23/1971,5
681,Belgium,Pinksteren,Pinksteren,NULL,BE,5/30/1971,5
683,Finland,Helluntaipäivä,Helluntaipäivä,NULL,FI,5/30/1971,5
684,Hungary,Pünkösd,Pünkösd,NULL,HU,5/30/1971,5
686,Norway,"Første pinsedag, Søndag","Første pinsedag, Søndag",NULL,NO,5/30/1971,5
687,Poland,Zielone ?wi?tki,Zielone ?wi?tki,NULL,PL,5/30/1971,5
690,Austria,Pfingstmontag,Pfingstmontag,NULL,AT,5/31/1971,5
691,Belgium,Pinkstermaandag,Pinkstermaandag,NULL,BE,5/31/1971,5
693,England,Spring Bank Holiday,Spring Bank Holiday,NULL,NULL,5/31/1971,5
694,France,Lundi de Pentecôte,Lundi de Pentecôte,NULL,FR,5/31/1971,5
698,Norway,Andre pinsedag,Andre pinsedag,NULL,NO,5/31/1971,5
699,Scotland,Spring Bank Holiday,Spring Bank Holiday,NULL,NULL,5/31/1971,5
706,Italy,Festa della Repubblica,Festa della Repubblica,NULL,IT,6/2/1971,6
708,Norway,Søndag,Søndag,NULL,NO,6/6/1971,6
712,Austria,Fronleichnam,Fronleichnam,NULL,AT,6/10/1971,6
714,Croatia,Tijelovo,Tijelovo,NULL,HR,6/10/1971,6
715,Poland,Dzie? Bo?ego Cia?a,Dzie? Bo?ego Cia?a,NULL,PL,6/10/1971,6
716,Portugal,"Dia de Portugal, Corpo de Deus","Dia de Portugal, Corpo de Deus",NULL,PT,6/10/1971,6
717,Norway,Søndag,Søndag,NULL,NO,6/13/1971,6
722,Norway,Søndag,Søndag,NULL,NO,6/20/1971,6
725,Croatia,Dan antifašisti?ke borbe,Dan antifašisti?ke borbe,NULL,HR,6/22/1971,6
726,Croatia,Dan državnosti,Dan državnosti,NULL,HR,6/25/1971,6
727,Finland,Juhannusaatto,Juhannusaatto,NULL,FI,6/25/1971,6
729,Finland,Juhannuspäivä,Juhannuspäivä,NULL,FI,6/26/1971,6
731,Norway,Søndag,Søndag,NULL,NO,6/27/1971,6
734,Norway,Søndag,Søndag,NULL,NO,7/4/1971,7
744,Norway,Søndag,Søndag,NULL,NO,7/11/1971,7
748,France,Fête nationale,Fête nationale,NULL,FR,7/14/1971,7
749,Norway,Søndag,Søndag,NULL,NO,7/18/1971,7
752,Belgium,Nationale feestdag,Nationale feestdag,NULL,BE,7/21/1971,7
753,Norway,Søndag,Søndag,NULL,NO,7/25/1971,7
755,Norway,Søndag,Søndag,NULL,NO,8/1/1971,8
760,Scotland,Summer Bank Holiday,Summer Bank Holiday,NULL,NULL,8/2/1971,8
762,Croatia,Dan pobjede i domovinske zahvalnosti,Dan pobjede i domovinske zahvalnosti,NULL,HR,8/5/1971,8
764,Norway,Søndag,Søndag,NULL,NO,8/8/1971,8
766,Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,NULL,AT,8/15/1971,8
767,Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,NULL,BE,8/15/1971,8
768,Croatia,Velika Gospa,Velika Gospa,NULL,HR,8/15/1971,8
769,France,Assomption,Assomption,NULL,FR,8/15/1971,8
771,Italy,Assunzione della Vergine,Assunzione della Vergine,NULL,IT,8/15/1971,8
772,Norway,Søndag,Søndag,NULL,NO,8/15/1971,8
773,Poland,Wniebowzi?cie Naj?wi?tszej Marii Panny,Wniebowzi?cie Naj?wi?tszej Marii Panny,NULL,PL,8/15/1971,8
774,Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,NULL,PT,8/15/1971,8
775,Spain,Asunción de la Virgen,Asunción de la Virgen,NULL,ES,8/15/1971,8
779,Hungary,A kenyér ünnepe,A kenyér ünnepe,NULL,HU,8/20/1971,8
780,Norway,Søndag,Søndag,NULL,NO,8/22/1971,8
782,Norway,Søndag,Søndag,NULL,NO,8/29/1971,8
784,England,Late Summer Bank Holiday,Late Summer Bank Holiday,NULL,NULL,8/30/1971,8
789,Norway,Søndag,Søndag,NULL,NO,9/5/1971,9
795,Norway,Søndag,Søndag,NULL,NO,9/12/1971,9
799,Norway,Søndag,Søndag,NULL,NO,9/19/1971,9
802,Norway,Søndag,Søndag,NULL,NO,9/26/1971,9
805,Norway,Søndag,Søndag,NULL,NO,10/3/1971,10
807,Portugal,Implantação da República,Implantação da República,NULL,PT,10/5/1971,10
808,Croatia,Dan neovisnosti,Dan neovisnosti,NULL,HR,10/8/1971,10
810,Norway,Søndag,Søndag,NULL,NO,10/10/1971,10
817,Spain,Día de la Hispanidad,Día de la Hispanidad,NULL,ES,10/12/1971,10
818,Norway,Søndag,Søndag,NULL,NO,10/17/1971,10
821,Norway,Søndag,Søndag,NULL,NO,10/24/1971,10
826,Austria,Nationalfeiertag,Nationalfeiertag,NULL,AT,10/26/1971,10
828,Norway,Søndag,Søndag,NULL,NO,10/31/1971,10
830,Austria,Allerheiligen,Allerheiligen,NULL,AT,11/1/1971,11
831,Belgium,Allerheiligen,Allerheiligen,NULL,BE,11/1/1971,11
833,Croatia,Svi sveti,Svi sveti,NULL,HR,11/1/1971,11
834,France,Toussaint,Toussaint,NULL,FR,11/1/1971,11
835,Italy,Tutti i Santi,Tutti i Santi,NULL,IT,11/1/1971,11
836,Poland,Uroczysto?? Wszystkich ?wi?tych,Uroczysto?? Wszystkich ?wi?tych,NULL,PL,11/1/1971,11
837,Portugal,Dia de Todos os Santos,Dia de Todos os Santos,NULL,PT,11/1/1971,11
838,Spain,Todos los Santos,Todos los Santos,NULL,ES,11/1/1971,11
841,Finland,Pyhäinpäivä,Pyhäinpäivä,NULL,FI,11/6/1971,11
843,Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,NULL,HU,11/7/1971,11
844,Norway,Søndag,Søndag,NULL,NO,11/7/1971,11
848,Belgium,Wapenstilstand,Wapenstilstand,NULL,BE,11/11/1971,11
849,France,Armistice 1918,Armistice 1918,NULL,FR,11/11/1971,11
