Holiday_ID,countryOrRegion,holidayName,normalizeHolidayName,isPaidTimeOff,countryRegionCode,date,Month
21775,Croatia,Me?unarodni praznik rada,Me?unarodni praznik rada,NULL,HR,5/1/2012,5
21777,Finland,Vappu,Vappu,NULL,FI,5/1/2012,5
21778,France,Fête du Travail,Fête du Travail,NULL,FR,5/1/2012,5
21779,Germany,Erster Mai,Erster Mai,NULL,DE,5/1/2012,5
21780,Hungary,A Munka ünnepe,A Munka ünnepe,NULL,HU,5/1/2012,5
21782,Italy,Festa dei Lavoratori,Festa dei Lavoratori,NULL,IT,5/1/2012,5
21784,Norway,Arbeidernes dag,Arbeidernes dag,NULL,NO,5/1/2012,5
21785,Poland,?wi?to Pa?stwowe,?wi?to Pa?stwowe,NULL,PL,5/1/2012,5
21786,Portugal,Dia do Trabalhador,Dia do Trabalhador,NULL,PT,5/1/2012,5
21789,Spain,Día del Trabajador,Día del Trabajador,NULL,ES,5/1/2012,5
21795,Poland,?wi?to Narodowe Trzeciego Maja,?wi?to Narodowe Trzeciego Maja,NULL,PL,5/3/2012,5
21799,Norway,Søndag,Søndag,NULL,NO,5/6/2012,5
21801,England,May Day,May Day,NULL,NULL,5/7/2012,5
21805,Scotland,May Day,May Day,NULL,NULL,5/7/2012,5
21809,France,Armistice 1945,Armistice 1945,NULL,FR,5/8/2012,5
21812,Norway,Søndag,Søndag,NULL,NO,5/13/2012,5
21814,Austria,Christi Himmelfahrt,Christi Himmelfahrt,NULL,AT,5/17/2012,5
21815,Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,NULL,BE,5/17/2012,5
21817,Finland,Helatorstai,Helatorstai,NULL,FI,5/17/2012,5
21818,France,Ascension,Ascension,NULL,FR,5/17/2012,5
21819,Germany,Christi Himmelfahrt,Christi Himmelfahrt,NULL,DE,5/17/2012,5
21821,Norway,"Kristi himmelfartsdag, Grunnlovsdag","Kristi himmelfartsdag, Grunnlovsdag",NULL,NO,5/17/2012,5
21824,Norway,Søndag,Søndag,NULL,NO,5/20/2012,5
21829,Belgium,Pinksteren,Pinksteren,NULL,BE,5/27/2012,5
21831,Finland,Helluntaipäivä,Helluntaipäivä,NULL,FI,5/27/2012,5
21832,Hungary,Pünkösd,Pünkösd,NULL,HU,5/27/2012,5
21834,Norway,"Første pinsedag, Søndag","Første pinsedag, Søndag",NULL,NO,5/27/2012,5
21835,Poland,Zielone ?wi?tki,Zielone ?wi?tki,NULL,PL,5/27/2012,5
21838,Austria,Pfingstmontag,Pfingstmontag,NULL,AT,5/28/2012,5
21839,Belgium,Pinkstermaandag,Pinkstermaandag,NULL,BE,5/28/2012,5
21841,France,Lundi de Pentecôte,Lundi de Pentecôte,NULL,FR,5/28/2012,5
21842,Germany,Pfingstmontag,Pfingstmontag,NULL,DE,5/28/2012,5
21843,Hungary,Pünkösdhétf?,Pünkösdhétf?,NULL,HU,5/28/2012,5
21845,Norway,Andre pinsedag,Andre pinsedag,NULL,NO,5/28/2012,5
21849,Italy,Festa della Repubblica,Festa della Repubblica,NULL,IT,6/2/2012,6
21850,Norway,Søndag,Søndag,NULL,NO,6/3/2012,6
21853,England,Spring Bank Holiday,Spring Bank Holiday,NULL,NULL,6/4/2012,6
21858,Scotland,Spring Bank Holiday,Spring Bank Holiday,NULL,NULL,6/4/2012,6
21861,England,Diamond Jubilee of Elizabeth II,Diamond Jubilee of Elizabeth II,NULL,NULL,6/5/2012,6
21864,Scotland,Diamond Jubilee of Elizabeth II,Diamond Jubilee of Elizabeth II,NULL,NULL,6/5/2012,6
21868,Austria,Fronleichnam,Fronleichnam,NULL,AT,6/7/2012,6
21870,Croatia,Tijelovo,Tijelovo,NULL,HR,6/7/2012,6
21871,Poland,Dzie? Bo?ego Cia?a,Dzie? Bo?ego Cia?a,NULL,PL,6/7/2012,6
21872,Portugal,Corpo de Deus,Corpo de Deus,NULL,PT,6/7/2012,6
21873,Norway,Søndag,Søndag,NULL,NO,6/10/2012,6
21874,Portugal,Dia de Portugal,Dia de Portugal,NULL,PT,6/10/2012,6
21879,Norway,Søndag,Søndag,NULL,NO,6/17/2012,6
21883,Croatia,Dan antifašisti?ke borbe,Dan antifašisti?ke borbe,NULL,HR,6/22/2012,6
21884,Finland,Juhannusaatto,Juhannusaatto,NULL,FI,6/22/2012,6
21886,Finland,Juhannuspäivä,Juhannuspäivä,NULL,FI,6/23/2012,6
21888,Norway,Søndag,Søndag,NULL,NO,6/24/2012,6
21890,Croatia,Dan državnosti,Dan državnosti,NULL,HR,6/25/2012,6
21894,Norway,Søndag,Søndag,NULL,NO,7/1/2012,7
21903,Norway,Søndag,Søndag,NULL,NO,7/8/2012,7
21908,France,Fête nationale,Fête nationale,NULL,FR,7/14/2012,7
21909,Norway,Søndag,Søndag,NULL,NO,7/15/2012,7
21913,Belgium,Nationale feestdag,Nationale feestdag,NULL,BE,7/21/2012,7
21914,Norway,Søndag,Søndag,NULL,NO,7/22/2012,7
21916,Norway,Søndag,Søndag,NULL,NO,7/29/2012,7
21919,Croatia,Dan pobjede i domovinske zahvalnosti,Dan pobjede i domovinske zahvalnosti,NULL,HR,8/5/2012,8
21920,Norway,Søndag,Søndag,NULL,NO,8/5/2012,8
21924,Scotland,Summer Bank Holiday,Summer Bank Holiday,NULL,NULL,8/6/2012,8
21928,Norway,Søndag,Søndag,NULL,NO,8/12/2012,8
21930,Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,NULL,AT,8/15/2012,8
21931,Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,NULL,BE,8/15/2012,8
21932,Croatia,Velika Gospa,Velika Gospa,NULL,HR,8/15/2012,8
21933,France,Assomption,Assomption,NULL,FR,8/15/2012,8
21935,Italy,Assunzione della Vergine,Assunzione della Vergine,NULL,IT,8/15/2012,8
21936,Poland,Wniebowzi?cie Naj?wi?tszej Marii Panny,Wniebowzi?cie Naj?wi?tszej Marii Panny,NULL,PL,8/15/2012,8
21937,Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,NULL,PT,8/15/2012,8
21939,Spain,Asunción de la Virgen,Asunción de la Virgen,NULL,ES,8/15/2012,8
21941,Norway,Søndag,Søndag,NULL,NO,8/19/2012,8
21944,Hungary,Az államalapítás ünnepe,Az államalapítás ünnepe,NULL,HU,8/20/2012,8
21946,Norway,Søndag,Søndag,NULL,NO,8/26/2012,8
21948,England,Late Summer Bank Holiday,Late Summer Bank Holiday,NULL,NULL,8/27/2012,8
21953,Norway,Søndag,Søndag,NULL,NO,9/2/2012,9
21958,Norway,Søndag,Søndag,NULL,NO,9/9/2012,9
21961,Norway,Søndag,Søndag,NULL,NO,9/16/2012,9
21966,Norway,Søndag,Søndag,NULL,NO,9/23/2012,9
21970,Norway,Søndag,Søndag,NULL,NO,9/30/2012,9
21973,Germany,Tag der Deutschen Einheit,Tag der Deutschen Einheit,NULL,DE,10/3/2012,10
21974,Portugal,Implantação da República,Implantação da República,NULL,PT,10/5/2012,10
21975,Norway,Søndag,Søndag,NULL,NO,10/7/2012,10
21978,Croatia,Dan neovisnosti,Dan neovisnosti,NULL,HR,10/8/2012,10
21983,Spain,Día de la Hispanidad,Día de la Hispanidad,NULL,ES,10/12/2012,10
21984,Norway,Søndag,Søndag,NULL,NO,10/14/2012,10
21987,Norway,Søndag,Søndag,NULL,NO,10/21/2012,10
21989,Hungary,Nemzeti ünnep el?tti pihen?nap,Nemzeti ünnep el?tti pihen?nap,NULL,HU,10/22/2012,10
21991,Hungary,Nemzeti ünnep,Nemzeti ünnep,NULL,HU,10/23/2012,10
21992,Austria,Nationalfeiertag,Nationalfeiertag,NULL,AT,10/26/2012,10
21994,Norway,Søndag,Søndag,NULL,NO,10/28/2012,10
21998,Austria,Allerheiligen,Allerheiligen,NULL,AT,11/1/2012,11
21999,Belgium,Allerheiligen,Allerheiligen,NULL,BE,11/1/2012,11
22000,Croatia,Svi sveti,Svi sveti,NULL,HR,11/1/2012,11
22001,France,Toussaint,Toussaint,NULL,FR,11/1/2012,11
22002,Hungary,Mindenszentek,Mindenszentek,NULL,HU,11/1/2012,11
22003,Italy,Tutti i Santi,Tutti i Santi,NULL,IT,11/1/2012,11
22004,Poland,Uroczysto?? Wszystkich ?wi?tych,Uroczysto?? Wszystkich ?wi?tych,NULL,PL,11/1/2012,11
22005,Portugal,Dia de Todos os Santos,Dia de Todos os Santos,NULL,PT,11/1/2012,11
22007,Spain,Todos los Santos,Todos los Santos,NULL,ES,11/1/2012,11
22009,Hungary,Mindenszentek utáni pihen?nap,Mindenszentek utáni pihen?nap,NULL,HU,11/2/2012,11
22010,Finland,Pyhäinpäivä,Pyhäinpäivä,NULL,FI,11/3/2012,11
22013,Norway,Søndag,Søndag,NULL,NO,11/4/2012,11
22017,Belgium,Wapenstilstand,Wapenstilstand,NULL,BE,11/11/2012,11
22018,France,Armistice 1918,Armistice 1918,NULL,FR,11/11/2012,11
22019,Norway,Søndag,Søndag,NULL,NO,11/11/2012,11
22020,Poland,Narodowe ?wi?to Niepodleg?o?ci,Narodowe ?wi?to Niepodleg?o?ci,NULL,PL,11/11/2012,11
22027,Norway,Søndag,Søndag,NULL,NO,11/18/2012,11
22034,Norway,Søndag,Søndag,NULL,NO,11/25/2012,11
22037,Scotland,St. Andrew's Day,St. Andrew's Day,NULL,NULL,11/30/2012,11
22040,Portugal,Restauração da Independência,Restauração da Independência,NULL,PT,12/1/2012,12
22041,Norway,Søndag,Søndag,NULL,NO,12/2/2012,12
22043,Finland,Itsenäisyyspäivä,Itsenäisyyspäivä,NULL,FI,12/6/2012,12
22044,Spain,Día de la constitución Española,Día de la constitución Española,NULL,ES,12/6/2012,12
22046,Austria,Mariä Empfängnis,Mariä Empfängnis,NULL,AT,12/8/2012,12
22047,Italy,Immacolata Concezione,Immacolata Concezione,NULL,IT,12/8/2012,12
22048,Portugal,Imaculada Conceição,Imaculada Conceição,NULL,PT,12/8/2012,12
22049,Spain,La Inmaculada Concepción,La Inmaculada Concepción,NULL,ES,12/8/2012,12
22050,Norway,Søndag,Søndag,NULL,NO,12/9/2012,12
22052,Norway,Søndag,Søndag,NULL,NO,12/16/2012,12
22057,Norway,Søndag,Søndag,NULL,NO,12/23/2012,12
22060,Finland,Jouluaatto,Jouluaatto,NULL,FI,12/24/2012,12
22061,Hungary,Szenteste,Szenteste,NULL,HU,12/24/2012,12
22066,Austria,Christtag,Christtag,NULL,AT,12/25/2012,12
22068,Belgium,Kerstmis,Kerstmis,NULL,BE,12/25/2012,12
22072,Croatia,Boži?,Boži?,NULL,HR,12/25/2012,12
22075,England,Christmas Day,Christmas Day,NULL,NULL,12/25/2012,12
22076,Finland,Joulupäivä,Joulupäivä,NULL,FI,12/25/2012,12
22077,France,Noël,Noël,NULL,FR,12/25/2012,12
22078,Germany,Erster Weihnachtstag,Erster Weihnachtstag,NULL,DE,12/25/2012,12
22079,Hungary,Karácsony,Karácsony,NULL,HU,12/25/2012,12
22083,Italy,Natale,Natale,NULL,IT,12/25/2012,12
22088,Norway,Første juledag,Første juledag,NULL,NO,12/25/2012,12
22089,Poland,Bo?e Narodzenie (pierwszy dzie?),Bo?e Narodzenie (pierwszy dzie?),NULL,PL,12/25/2012,12
22090,Portugal,Dia de Natal,Dia de Natal,NULL,PT,12/25/2012,12
22091,Scotland,Christmas Day,Christmas Day,NULL,NULL,12/25/2012,12
22094,Spain,Navidad,Navidad,NULL,ES,12/25/2012,12
22101,Austria,Stefanitag,Stefanitag,NULL,AT,12/26/2012,12
22103,Croatia,Sveti Stjepan,Sveti Stjepan,NULL,HR,12/26/2012,12
22106,England,Boxing Day,Boxing Day,NULL,NULL,12/26/2012,12
22107,Finland,Tapaninpäivä,Tapaninpäivä,NULL,FI,12/26/2012,12
22108,Germany,Zweiter Weihnachtstag,Zweiter Weihnachtstag,NULL,DE,12/26/2012,12
22109,Hungary,Karácsony másnapja,Karácsony másnapja,NULL,HU,12/26/2012,12
22112,Italy,Santo Stefano,Santo Stefano,NULL,IT,12/26/2012,12
22116,Norway,Andre juledag,Andre juledag,NULL,NO,12/26/2012,12
22117,Poland,Bo?e Narodzenie (drugi dzie?),Bo?e Narodzenie (drugi dzie?),NULL,PL,12/26/2012,12
22118,Scotland,Boxing Day,Boxing Day,NULL,NULL,12/26/2012,12
22124,Norway,Søndag,Søndag,NULL,NO,12/30/2012,12
22129,Austria,Neujahr,Neujahr,NULL,AT,1/1/2013,1
22131,Belgium,Nieuwjaarsdag,Nieuwjaarsdag,NULL,BE,1/1/2013,1
22135,Croatia,Nova Godina,Nova Godina,NULL,HR,1/1/2013,1
22138,England,New Year's Day,New Year's Day,NULL,NULL,1/1/2013,1
22139,Finland,Uudenvuodenpäivä,Uudenvuodenpäivä,NULL,FI,1/1/2013,1
22140,France,Jour de l'an,Jour de l'an,NULL,FR,1/1/2013,1
22141,Germany,Neujahr,Neujahr,NULL,DE,1/1/2013,1
22142,Hungary,Újév,Újév,NULL,HU,1/1/2013,1
22145,Italy,Capodanno,Capodanno,NULL,IT,1/1/2013,1
22151,Norway,Første nyttårsdag,Første nyttårsdag,NULL,NO,1/1/2013,1
22152,Poland,Nowy Rok,Nowy Rok,NULL,PL,1/1/2013,1
22153,Portugal,Ano Novo,Ano Novo,NULL,PT,1/1/2013,1
22154,Scotland,New Year's Day,New Year's Day,NULL,NULL,1/1/2013,1
22157,Spain,Año nuevo,Año nuevo,NULL,ES,1/1/2013,1
22165,Scotland,New Year Holiday,New Year Holiday,NULL,NULL,1/2/2013,1
22167,Austria,Heilige Drei Könige,Heilige Drei Könige,NULL,AT,1/6/2013,1
22168,Croatia,Sveta tri kralja,Sveta tri kralja,NULL,HR,1/6/2013,1
22169,Finland,Loppiainen,Loppiainen,NULL,FI,1/6/2013,1
22170,Italy,Epifania del Signore,Epifania del Signore,NULL,IT,1/6/2013,1
22171,Norway,Søndag,Søndag,NULL,NO,1/6/2013,1
22172,Poland,?wi?to Trzech Króli,?wi?to Trzech Króli,NULL,PL,1/6/2013,1
22173,Spain,Epifanía del Señor,Epifanía del Señor,NULL,ES,1/6/2013,1
22178,Norway,Søndag,Søndag,NULL,NO,1/13/2013,1
22182,Norway,Søndag,Søndag,NULL,NO,1/20/2013,1
22187,Norway,Søndag,Søndag,NULL,NO,1/27/2013,1
22190,Norway,Søndag,Søndag,NULL,NO,2/3/2013,2
22196,Norway,Søndag,Søndag,NULL,NO,2/10/2013,2
22203,Norway,Søndag,Søndag,NULL,NO,2/17/2013,2
22207,Norway,Søndag,Søndag,NULL,NO,2/24/2013,2
22209,Norway,Søndag,Søndag,NULL,NO,3/3/2013,3
22213,Norway,Søndag,Søndag,NULL,NO,3/10/2013,3
22215,Hungary,Nemzeti ünnep,Nemzeti ünnep,NULL,HU,3/15/2013,3
22218,Norway,Søndag,Søndag,NULL,NO,3/17/2013,3
22230,Norway,Søndag,Søndag,NULL,NO,3/24/2013,3
22236,Norway,Skjærtorsdag,Skjærtorsdag,NULL,NO,3/28/2013,3
22243,England,Good Friday,Good Friday,NULL,NULL,3/29/2013,3
22244,Finland,Pitkäperjantai,Pitkäperjantai,NULL,FI,3/29/2013,3
22245,Germany,Karfreitag,Karfreitag,NULL,DE,3/29/2013,3
22250,Norway,Langfredag,Langfredag,NULL,NO,3/29/2013,3
22251,Portugal,Sexta-feira Santa,Sexta-feira Santa,NULL,PT,3/29/2013,3
22252,Scotland,Good Friday,Good Friday,NULL,NULL,3/29/2013,3
22259,Belgium,Pasen,Pasen,NULL,BE,3/31/2013,3
22261,Croatia,Uskrs,Uskrs,NULL,HR,3/31/2013,3
22263,Finland,Pääsiäispäivä,Pääsiäispäivä,NULL,FI,3/31/2013,3
22264,Hungary,Húsvét,Húsvét,NULL,HU,3/31/2013,3
22265,Italy,Pasqua di Resurrezione,Pasqua di Resurrezione,NULL,IT,3/31/2013,3
22267,Norway,"Første påskedag, Søndag","Første påskedag, Søndag",NULL,NO,3/31/2013,3
22268,Poland,Niedziela Wielkanocna,Niedziela Wielkanocna,NULL,PL,3/31/2013,3
22269,Portugal,Páscoa,Páscoa,NULL,PT,3/31/2013,3
22273,Austria,Ostermontag,Ostermontag,NULL,AT,4/1/2013,4
22274,Belgium,Paasmaandag,Paasmaandag,NULL,BE,4/1/2013,4
22275,Croatia,Uskrsni ponedjeljak,Uskrsni ponedjeljak,NULL,HR,4/1/2013,4
22278,England,Easter Monday,Easter Monday,NULL,NULL,4/1/2013,4
22279,Finland,2. pääsiäispäivä,2. pääsiäispäivä,NULL,FI,4/1/2013,4
22280,France,Lundi de Pâques,Lundi de Pâques,NULL,FR,4/1/2013,4
22281,Germany,Ostermontag,Ostermontag,NULL,DE,4/1/2013,4
22282,Hungary,Húsvét Hétf?,Húsvét Hétf?,NULL,HU,4/1/2013,4
22285,Italy,Lunedì dell'Angelo,Lunedì dell'Angelo,NULL,IT,4/1/2013,4
22289,Norway,Andre påskedag,Andre påskedag,NULL,NO,4/1/2013,4
22290,Poland,Poniedzia?ek Wielkanocny,Poniedzia?ek Wielkanocny,NULL,PL,4/1/2013,4
22298,Norway,Søndag,Søndag,NULL,NO,4/7/2013,4
22300,Norway,Søndag,Søndag,NULL,NO,4/14/2013,4
22303,Norway,Søndag,Søndag,NULL,NO,4/21/2013,4
22306,Italy,Festa della Liberazione,Festa della Liberazione,NULL,IT,4/25/2013,4
22308,Portugal,Dia da Liberdade,Dia da Liberdade,NULL,PT,4/25/2013,4
22312,Norway,Søndag,Søndag,NULL,NO,4/28/2013,4
22317,Austria,Staatsfeiertag,Staatsfeiertag,NULL,AT,5/1/2013,5
22319,Belgium,Dag van de Arbeid,Dag van de Arbeid,NULL,BE,5/1/2013,5
22322,Croatia,Me?unarodni praznik rada,Me?unarodni praznik rada,NULL,HR,5/1/2013,5
22324,Finland,Vappu,Vappu,NULL,FI,5/1/2013,5
22325,France,Fête du Travail,Fête du Travail,NULL,FR,5/1/2013,5
22326,Germany,Erster Mai,Erster Mai,NULL,DE,5/1/2013,5
22327,Hungary,A Munka ünnepe,A Munka ünnepe,NULL,HU,5/1/2013,5
22329,Italy,Festa dei Lavoratori,Festa dei Lavoratori,NULL,IT,5/1/2013,5
22331,Norway,Arbeidernes dag,Arbeidernes dag,NULL,NO,5/1/2013,5
22332,Poland,?wi?to Pa?stwowe,?wi?to Pa?stwowe,NULL,PL,5/1/2013,5
22333,Portugal,Dia do Trabalhador,Dia do Trabalhador,NULL,PT,5/1/2013,5
22336,Spain,Día del Trabajador,Día del Trabajador,NULL,ES,5/1/2013,5
22342,Poland,?wi?to Narodowe Trzeciego Maja,?wi?to Narodowe Trzeciego Maja,NULL,PL,5/3/2013,5
22345,Norway,Søndag,Søndag,NULL,NO,5/5/2013,5
22348,England,May Day,May Day,NULL,NULL,5/6/2013,5
22353,Scotland,May Day,May Day,NULL,NULL,5/6/2013,5
22357,France,Armistice 1945,Armistice 1945,NULL,FR,5/8/2013,5
22358,Austria,Christi Himmelfahrt,Christi Himmelfahrt,NULL,AT,5/9/2013,5
22360,Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,NULL,BE,5/9/2013,5
22362,Finland,Helatorstai,Helatorstai,NULL,FI,5/9/2013,5
22363,France,Ascension,Ascension,NULL,FR,5/9/2013,5
22364,Germany,Christi Himmelfahrt,Christi Himmelfahrt,NULL,DE,5/9/2013,5
22366,Norway,Kristi himmelfartsdag,Kristi himmelfartsdag,NULL,NO,5/9/2013,5
22370,Norway,Søndag,Søndag,NULL,NO,5/12/2013,5
22374,Norway,Grunnlovsdag,Grunnlovsdag,NULL,NO,5/17/2013,5
22375,Belgium,Pinksteren,Pinksteren,NULL,BE,5/19/2013,5
22377,Finland,Helluntaipäivä,Helluntaipäivä,NULL,FI,5/19/2013,5
22378,Hungary,Pünkösd,Pünkösd,NULL,HU,5/19/2013,5
22380,Norway,"Første pinsedag, Søndag","Første pinsedag, Søndag",NULL,NO,5/19/2013,5
22381,Poland,Zielone ?wi?tki,Zielone ?wi?tki,NULL,PL,5/19/2013,5
22384,Austria,Pfingstmontag,Pfingstmontag,NULL,AT,5/20/2013,5
22385,Belgium,Pinkstermaandag,Pinkstermaandag,NULL,BE,5/20/2013,5
22388,France,Lundi de Pentecôte,Lundi de Pentecôte,NULL,FR,5/20/2013,5
22389,Germany,Pfingstmontag,Pfingstmontag,NULL,DE,5/20/2013,5
22390,Hungary,Pünkösdhétf?,Pünkösdhétf?,NULL,HU,5/20/2013,5
22392,Norway,Andre pinsedag,Andre pinsedag,NULL,NO,5/20/2013,5
22395,Norway,Søndag,Søndag,NULL,NO,5/26/2013,5
22397,England,Spring Bank Holiday,Spring Bank Holiday,NULL,NULL,5/27/2013,5
22400,Scotland,Spring Bank Holiday,Spring Bank Holiday,NULL,NULL,5/27/2013,5
22404,Austria,Fronleichnam,Fronleichnam,NULL,AT,5/30/2013,5
22406,Croatia,Tijelovo,Tijelovo,NULL,HR,5/30/2013,5
22407,Poland,Dzie? Bo?ego Cia?a,Dzie? Bo?ego Cia?a,NULL,PL,5/30/2013,5
22408,Italy,Festa della Repubblica,Festa della Repubblica,NULL,IT,6/2/2013,6
22409,Norway,Søndag,Søndag,NULL,NO,6/2/2013,6
22416,Norway,Søndag,Søndag,NULL,NO,6/9/2013,6
22419,Portugal,Dia de Portugal,Dia de Portugal,NULL,PT,6/10/2013,6
22420,Norway,Søndag,Søndag,NULL,NO,6/16/2013,6
22426,Finland,Juhannusaatto,Juhannusaatto,NULL,FI,6/21/2013,6
22428,Croatia,Dan antifašisti?ke borbe,Dan antifašisti?ke borbe,NULL,HR,6/22/2013,6
22429,Finland,Juhannuspäivä,Juhannuspäivä,NULL,FI,6/22/2013,6
22431,Norway,Søndag,Søndag,NULL,NO,6/23/2013,6
22434,Croatia,Dan državnosti,Dan državnosti,NULL,HR,6/25/2013,6
22437,Norway,Søndag,Søndag,NULL,NO,6/30/2013,6
22446,Norway,Søndag,Søndag,NULL,NO,7/7/2013,7
22451,France,Fête nationale,Fête nationale,NULL,FR,7/14/2013,7
22452,Norway,Søndag,Søndag,NULL,NO,7/14/2013,7
22455,Belgium,Nationale feestdag,Nationale feestdag,NULL,BE,7/21/2013,7
22456,Norway,Søndag,Søndag,NULL,NO,7/21/2013,7
22458,Norway,Søndag,Søndag,NULL,NO,7/28/2013,7
22461,Norway,Søndag,Søndag,NULL,NO,8/4/2013,8
22464,Croatia,Dan pobjede i domovinske zahvalnosti,Dan pobjede i domovinske zahvalnosti,NULL,HR,8/5/2013,8
22466,Scotland,Summer Bank Holiday,Summer Bank Holiday,NULL,NULL,8/5/2013,8
22470,Norway,Søndag,Søndag,NULL,NO,8/11/2013,8
22472,Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,NULL,AT,8/15/2013,8
22473,Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,NULL,BE,8/15/2013,8
22474,Croatia,Velika Gospa,Velika Gospa,NULL,HR,8/15/2013,8
22475,France,Assomption,Assomption,NULL,FR,8/15/2013,8
22477,Italy,Assunzione della Vergine,Assunzione della Vergine,NULL,IT,8/15/2013,8
22478,Poland,Wniebowzi?cie Naj?wi?tszej Marii Panny,Wniebowzi?cie Naj?wi?tszej Marii Panny,NULL,PL,8/15/2013,8
22479,Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,NULL,PT,8/15/2013,8
22481,Spain,Asunción de la Virgen,Asunción de la Virgen,NULL,ES,8/15/2013,8
22556,Norway,Søndag,Søndag,NULL,NO,11/10/2013,11
22483,Norway,Søndag,Søndag,NULL,NO,8/18/2013,8
22486,Hungary,Az államalapítás ünnepe el?tti pihen?nap,Az államalapítás ünnepe el?tti pihen?nap,NULL,HU,8/19/2013,8
22487,Hungary,Az államalapítás ünnepe,Az államalapítás ünnepe,NULL,HU,8/20/2013,8
22489,Norway,Søndag,Søndag,NULL,NO,8/25/2013,8
22491,England,Late Summer Bank Holiday,Late Summer Bank Holiday,NULL,NULL,8/26/2013,8
22496,Norway,Søndag,Søndag,NULL,NO,9/1/2013,9
22501,Norway,Søndag,Søndag,NULL,NO,9/8/2013,9
22503,Norway,Søndag,Søndag,NULL,NO,9/15/2013,9
22507,Norway,Søndag,Søndag,NULL,NO,9/22/2013,9
22512,Norway,Søndag,Søndag,NULL,NO,9/29/2013,9
22515,Germany,Tag der Deutschen Einheit,Tag der Deutschen Einheit,NULL,DE,10/3/2013,10
22516,Norway,Søndag,Søndag,NULL,NO,10/6/2013,10
22518,Croatia,Dan neovisnosti,Dan neovisnosti,NULL,HR,10/8/2013,10
22521,Spain,Día de la Hispanidad,Día de la Hispanidad,NULL,ES,10/12/2013,10
22522,Norway,Søndag,Søndag,NULL,NO,10/13/2013,10
22528,Norway,Søndag,Søndag,NULL,NO,10/20/2013,10
22530,Hungary,Nemzeti ünnep,Nemzeti ünnep,NULL,HU,10/23/2013,10
22531,Austria,Nationalfeiertag,Nationalfeiertag,NULL,AT,10/26/2013,10
22532,Norway,Søndag,Søndag,NULL,NO,10/27/2013,10
22538,Austria,Allerheiligen,Allerheiligen,NULL,AT,11/1/2013,11
22539,Belgium,Allerheiligen,Allerheiligen,NULL,BE,11/1/2013,11
22540,Croatia,Svi sveti,Svi sveti,NULL,HR,11/1/2013,11
22541,France,Toussaint,Toussaint,NULL,FR,11/1/2013,11
22542,Hungary,Mindenszentek,Mindenszentek,NULL,HU,11/1/2013,11
22543,Italy,Tutti i Santi,Tutti i Santi,NULL,IT,11/1/2013,11
22544,Poland,Uroczysto?? Wszystkich ?wi?tych,Uroczysto?? Wszystkich ?wi?tych,NULL,PL,11/1/2013,11
22546,Spain,Todos los Santos,Todos los Santos,NULL,ES,11/1/2013,11
22548,Finland,Pyhäinpäivä,Pyhäinpäivä,NULL,FI,11/2/2013,11
22551,Norway,Søndag,Søndag,NULL,NO,11/3/2013,11
22558,Belgium,Wapenstilstand,Wapenstilstand,NULL,BE,11/11/2013,11
22560,France,Armistice 1918,Armistice 1918,NULL,FR,11/11/2013,11
22561,Poland,Narodowe ?wi?to Niepodleg?o?ci,Narodowe ?wi?to Niepodleg?o?ci,NULL,PL,11/11/2013,11
22565,Norway,Søndag,Søndag,NULL,NO,11/17/2013,11
22571,Norway,Søndag,Søndag,NULL,NO,11/24/2013,11
22574,Scotland,St. Andrew's Day,St. Andrew's Day,NULL,NULL,11/30/2013,11
22576,Norway,Søndag,Søndag,NULL,NO,12/1/2013,12
22578,Finland,Itsenäisyyspäivä,Itsenäisyyspäivä,NULL,FI,12/6/2013,12
22579,Spain,Día de la constitución Española,Día de la constitución Española,NULL,ES,12/6/2013,12
22581,Austria,Mariä Empfängnis,Mariä Empfängnis,NULL,AT,12/8/2013,12
22582,Italy,Immacolata Concezione,Immacolata Concezione,NULL,IT,12/8/2013,12
22583,Norway,Søndag,Søndag,NULL,NO,12/8/2013,12
22584,Portugal,Imaculada Conceição,Imaculada Conceição,NULL,PT,12/8/2013,12
22585,Spain,La Inmaculada Concepción,La Inmaculada Concepción,NULL,ES,12/8/2013,12
22587,Norway,Søndag,Søndag,NULL,NO,12/15/2013,12
22590,Norway,Søndag,Søndag,NULL,NO,12/22/2013,12
22594,Finland,Jouluaatto,Jouluaatto,NULL,FI,12/24/2013,12
22595,Hungary,Szenteste,Szenteste,NULL,HU,12/24/2013,12
22599,Austria,Christtag,Christtag,NULL,AT,12/25/2013,12
22601,Belgium,Kerstmis,Kerstmis,NULL,BE,12/25/2013,12
22605,Croatia,Boži?,Boži?,NULL,HR,12/25/2013,12
22608,England,Christmas Day,Christmas Day,NULL,NULL,12/25/2013,12
22609,Finland,Joulupäivä,Joulupäivä,NULL,FI,12/25/2013,12
22610,France,Noël,Noël,NULL,FR,12/25/2013,12
